cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,page-faults:u,IPC,CPI
297052112,824906118,693713,2919037,13450824,32048,145444,225041,514821,6054,14333,110,5512,10723,3382,581426,1396,269742,581426,141959,934772,138510,925544,421,2.78,0.360104145
303355003,606109293,503678,1559416,7089786,9853,1522,21394,143116,4749,14770,791,20277,335021,459780,1168761,181480,569086,1168761,63247,103365,76249,42844,0,2,0.500495548
308904827,275427710,856275,285097,3626798,6128,1537,34361,754762,285,2720,831,18277,30574,120744,405881,47151,9549,405881,56270,334002,120970,18052,167,0.89,1.121545929
309236049,508044098,879253,1727147,6021021,240946,211288,317455,566560,947,340,450,1083297,2008031,3455116,148439,62295,17376,148439,2949,3143,2498,36704,423,1.64,0.608679542
309250131,935459027,504525,33965,18920389,1235732,7301,9,496678,681,40,20,1077592,2047122,3501722,172449,48311,9936,172449,6166,657,8290,1236156,0,3.02,0.330586506
307998651,924768273,485353,40294,18774524,1213686,6655,15,481110,555,60,10,1063807,2058971,3518267,100241,53885,12904,100241,6380,294,6567,1243850,1,3,0.33305495
302256707,833002570,327081,270719,7722905,306620,59020,18096,123908,480,185,100,7754,53634,888605,91402,151268,9365,91402,6668,338,6506,1191557,299,2.76,0.36285207
298337907,752745900,501812,2141448,9832033,14943,29059,77883,185183,235,1808,666,18584,415951,939354,786731,174771,834398,786731,200145,615625,88850,24248,453,2.52,0.396332822
309150897,100662854,113834,950992,4423204,13659,70609,248788,525095,15025,19475,1443,36974,316235,413093,1175102,142588,809426,1175102,59369,256735,33235,8150,0,0.33,3.071151718
309088578,142561828,1091576,130961,2474284,11495,3895,31270,798536,896,48,1477,37279,403979,572639,63786,72528,451600,63786,1089,32140,1014,5367,57,0.46,2.168101955
288811755,556696162,173872,1168333,871473,28827,2583,1002,112135,987,265,1180,30396,19125,102273,17129,36582,10847,17129,707,24299,182217,97823,772,1.93,0.518796023
301297584,625145801,408190,1269566,5358103,7851,826,15913,128832,927,3772,2863,88448,210195,872667,640576,224177,1202424,640576,66191,51393,150076,30183,551,2.07,0.481963701
308972163,261289504,307616,1248813,7778395,19705,122178,282876,677045,25141,25874,1780,40872,233281,553299,485992,186554,510474,485992,9529,15129,1816,6389,0,0.85,1.18248976
309091201,119792005,621430,413325,2405240,32805,4975,40022,886297,9079,8956,1553,23395,255658,193363,117512,4490,262135,117512,776,19291,1020,4215,168,0.39,2.580232303
304324618,585486713,113693,82119,57542,19394,3768,912,303568,667,127,811,29549,16192,107047,44413,22618,5292,44413,137755,936552,410032,121903,772,1.92,0.519780571
308275445,351417588,215531,510167,2303608,16874,1751,323,93289,5102,13336,2134,90591,341386,767577,471621,146024,650506,471621,102171,510998,199122,33386,551,1.14,0.877233968
305268278,601153945,479672,2100547,11573414,31985,122994,294683,583253,9665,22931,1027,25941,465663,634205,119182,101369,243483,119182,789,7033,645,1071,0,1.97,0.507803834
309034667,267236393,833963,403243,4964243,39918,74440,66745,741886,16270,19450,906,15924,22931,91502,74353,37491,267700,74353,645,24864,757,5004,168,0.86,1.156409363
307421435,597024828,116182,36714,712950,42235,3331,696,665081,155,35,541,32163,16654,108024,1252837,58085,872057,1252837,347646,913819,176839,51015,772,1.94,0.514922363
308788221,179475856,131313,231202,430982,261284,19334,92690,351231,7469,25599,1898,67420,254592,422455,1155584,87511,1014423,1155584,137749,648707,65880,16970,551,0.58,1.72050006
303959055,776392417,467505,1591448,7735094,32618,92358,230236,470048,11914,16408,1427,26270,289432,320842,28993,3050,67024,28993,526,18,933,10557,0,2.55,0.391501834
304506554,523022705,787495,2247496,13125200,38313,138055,155237,657012,7802,15309,430,7240,27850,119377,71060,2617,145136,71060,588,16402,300,1340,168,1.72,0.58220523
305822340,479976098,530147,48262,2110779,44736,2415,112,883520,155,40,571,32723,16973,444332,1036776,233320,2307126,1036776,154788,31696,1684,21746,772,1.57,0.637161603
306231488,624002459,197762,387118,1211770,1331044,19420,121918,426428,3071,8463,2605,53426,367505,731203,489162,151860,677261,489162,100210,508879,196540,33956,559,2.04,0.490753656
307290639,256320684,147508,291704,2155782,5276,38612,193749,237506,9438,19823,1162,26131,415396,655328,88688,93116,269890,88688,876,6920,670,6892,0,0.83,1.19885229
305038848,599527333,492770,2126997,11817122,27647,121929,91211,729468,16665,19124,972,15192,22416,80327,67217,7189,224259,67217,820,14041,2309,24525,167,1.97,0.508798901
309072751,255212894,806941,374445,2819464,27476,4763,32170,762533,150,40,1007,29171,16578,106252,1123776,34565,416114,1123776,344642,1145450,280896,69213,490,0.83,1.211038934
307844742,597647084,115333,21037,62812,55312,8427,79153,309517,7350,25190,2339,74061,252878,429888,1071802,74592,1041474,1071802,141197,759542,83364,62195,551,1.94,0.515094527
309250983,190533038,114878,251799,1931186,10267,72086,195809,374179,11177,15791,1302,24860,296505,303269,89387,13611,65834,89387,16656,308949,20814,38056,0,0.62,1.623083252
303390569,831874976,668033,2820033,14876910,31774,131174,157294,680161,9390,17609,431,8483,28877,120561,170230,1139,156642,170230,2626,14536,1238,11234,168,2.74,0.36470693
308204898,349201941,932245,345556,3137901,36108,3269,100,874563,145,45,741,30348,16778,127920,1288200,275974,1930736,1288200,4689,3857,325,1985,406,1.13,0.882597895
308389756,585626523,307976,17881,142453,1236656,19010,110410,474476,6759,31046,2174,27745,185356,319082,1705538,187339,2290250,1705538,191843,61151,1985,21946,776,1.9,0.526598
309283323,90671465,89089,991757,4215404,15053,79077,256730,529400,15567,22771,1237,17039,76784,117366,831663,131544,664239,831663,47320,396057,14277,7166,141,0.29,3.4110326
303306845,910142358,717201,2511074,16115871,28516,141092,126657,628060,2606,15108,30,7260,18562,106805,42613,91714,49057,42613,294,50975,142977,29605,168,3,0.333252092
307420735,418220675,709986,335074,2820017,36555,1903,84,919429,115,35,961,34856,21402,94543,62018,37949,118026,62018,306,4064,482,5773,0,1.36,0.735068239
307867399,606849374,132200,311476,3277202,1284143,99684,194089,687284,8701,27231,1051,36607,445012,933717,751564,366603,1956771,751564,24454,6665,2228,21893,1043,1.97,0.507320947
308781745,286125764,315330,1285344,8008111,22626,129518,281022,662480,13671,12649,875,28120,449853,927809,426008,177828,715086,426008,13256,103384,795,3288,280,0.93,1.079181898
299938056,874628952,782659,2856526,14021710,22219,93717,123163,661097,1533,7816,568,18327,19268,63755,286109,0,5091,286109,100638,657806,132508,24266,168,2.92,0.342931772
309134380,389185114,859001,52539,2819835,34305,2370,84,961643,294,797,668,21013,17248,66666,18073,22388,99229,18073,344,207772,6982,29226,0,1.26,0.794311932
306937980,650457824,380725,721281,6828622,1298434,148515,332768,835732,6534,16285,4184,76761,635193,920052,50250,153324,48244,50250,2179,8793,3094,15846,1043,2.12,0.471879911
305135551,618171122,477471,2158545,12349774,29839,115533,185553,615490,7738,9832,1384,33220,560037,654450,58965,80456,213018,58965,544,36405,131,1152,280,2.03,0.493610167
300050544,719933980,629991,2324626,10263495,18165,63358,147344,559803,1866,3918,408,5411,13216,4390,671485,72748,652315,671485,124939,752655,64471,29808,168,2.4,0.416775083
309034434,410920926,914924,52173,2965959,39268,3030,14695,947543,1404,5781,155,3998,13126,59945,253156,7107,68807,253156,6825,307923,9112,34420,0,1.33,0.752053289
304262118,686478230,503962,710107,10360547,1968793,47143,78666,752791,11821,36618,4148,72543,335833,285166,78073,13697,18470,78073,2630,9958,3125,22421,910,2.26,0.443221802
309313788,226839758,269233,1188938,6104716,277852,157551,340291,645851,9054,28800,1207,24363,303180,691046,485375,232097,1106038,485375,12854,160915,757,4321,421,0.73,1.363578372
301717951,885096203,762813,2811019,16266805,34595,113825,102978,745369,14341,13706,661,13321,35135,100485,47120,989,1728,47120,98224,646100,130645,26969,0,2.93,0.340887183
309218175,386140281,812342,483188,4834863,36901,55746,112796,659654,1257,7129,25,5961,25656,65800,14065,118,101426,14065,256,132763,6744,26883,167,1.25,0.800792329
307994957,609319050,317366,65732,1521549,549738,5402,2177,900165,340,325,3055,69637,584579,996355,111817,130927,532012,111817,2323,8674,2749,23469,522,1.98,0.505474032
303876196,424297441,489677,1362599,9033575,975772,208022,356564,834686,6640,15320,1032,23541,507472,803068,103634,111322,348562,103634,582,52306,144,1428,519,1.4,0.716186728
298941540,894614478,670702,2626244,14855637,36899,87522,169597,584463,5849,7328,30,6846,12478,43555,551780,60977,603812,551780,104760,704299,61011,23775,0,2.99,0.334156832
303291165,521637714,636673,1471801,8216339,25023,68902,127073,716806,1372,5661,50,3431,14097,59346,149302,0,76824,149302,5460,213748,7734,37978,168,1.72,0.581421084
307011793,453598664,822271,58181,2974763,34091,2580,78,961908,10955,36097,4078,70594,315720,292897,87841,15101,26275,87841,2824,8907,3012,14496,772,1.48,0.676835752
301906559,680736945,694349,1762788,10166542,1310252,150818,255517,756531,10380,27083,1337,28093,237128,307836,30026,2662,140605,30026,87,6,1396,31553,551,2.25,0.443499594
302930734,846505608,655586,2768564,14082101,31807,89614,181233,503659,761,1413,5,3477,3081,220742,606726,138397,615306,606726,41239,508681,143639,58504,0,2.79,0.35786028
298167220,598707591,594312,1609382,7631350,14675,26676,65695,928518,1232,3736,40,4909,4496,17959,250880,49386,581781,250880,6166,84041,54132,67246,168,2.01,0.498018105
309164119,428508104,943044,63897,3077882,39031,3840,33706,885555,21134,49269,3989,31282,47304,14949,81635,14986,23043,81635,4029,7793,4863,105494,772,1.39,0.72148955
301307794,736414328,838670,2572138,12802231,85376,158928,329540,699946,14764,37601,1433,20351,89590,154814,47634,1252,0,47634,2873,5689,4851,1969706,551,2.44,0.409155258
303707932,901945156,682684,2244313,12210948,20254,74449,124570,360768,531,616,0,6929,296439,490284,573925,121056,572373,573925,10728,274288,154151,26877,0,2.97,0.336725498
303598242,402510855,602115,1104470,4816597,8448,1468,38907,1003947,916,3401,25,1387,5930,64962,970948,168648,918730,970948,110461,316895,134941,24095,168,1.33,0.754261005
306475584,447331681,953825,70558,3107200,83230,136885,267426,750112,22673,44795,2009,26809,7108,18525,98668,114697,9452,98668,1395,2868,1891,44983,772,1.46,0.685119335
302038407,749351210,905130,2667590,12286050,41014,150247,303603,608111,14425,19478,701,11951,25465,73200,120512,100243,23448,120512,2950,19484,37458,2523890,551,2.48,0.40306655
301457558,767161675,598534,2143077,10128238,16036,26868,105221,222737,330,1057,465,14775,356620,624456,66259,93852,13047,66259,117357,695142,156714,30099,0,2.54,0.392951796
305357441,363674850,788935,661716,3857935,5808,1387,35477,733979,771,3321,0,4225,87246,143148,1242954,168949,801029,1242954,86013,166010,132374,24526,168,1.19,0.839644097
309237763,473228884,975146,527703,4954214,64378,220879,279992,564723,11059,11439,976,16637,36700,256319,18325,147003,5067,18325,432,3169,1878,37284,772,1.53,0.653463416
299757123,758606241,586463,2330741,14287043,425193,139181,243225,660454,12600,37064,1915,40306,135009,27892,184908,6501,13166,184908,34395,261974,35876,1827822,559,2.53,0.395141915
301081884,887196282,724647,2997190,13052820,23767,78992,166128,455747,1067,2904,964,24586,99066,267580,8348,2987,63085,8348,657,7823,90749,28326,0,2.95,0.339363329
301234604,500238473,708603,1405355,6426073,11957,1800,29256,1035265,1113,2078,544,16306,138589,481512,615810,136158,731820,615810,65789,546335,149423,26501,167,1.66,0.602182
309238894,443911749,963907,60128,3150191,39661,91499,264221,872380,16659,31553,1180,11956,4434,21834,245706,128611,562772,245706,3151,3821,1841,34312,124,1.44,0.696622459
298742382,694923618,896096,2748707,12877382,57423,160419,323070,622217,19204,48513,2933,27736,6829,16526,89903,14904,15595,89903,3145,8841,7624,2500876,776,2.33,0.4298924
303098338,839083146,631341,2160141,11105480,18211,75570,140941,475725,11805,20073,932,18385,35467,109081,16525,0,645,16525,57030,690847,147737,28098,141,2.77,0.36122563
304132292,337418477,795453,724602,4326558,14298,2807,34836,476165,641,1107,315,12798,302428,554199,1093663,108527,758441,1093663,102814,244225,135163,24325,168,1.11,0.901350438
309197245,468952815,980875,128886,3307922,43849,3839,13793,977117,1007,3747,5,3637,20152,101878,17537,151271,121657,17537,613,3138,2304,36695,0,1.52,0.659335513
297412027,798903017,787666,2817927,12434639,78642,280204,316019,416640,14134,13396,506,5818,7535,18922,50950,3151,11851,50950,6915,214859,35300,2601540,1043,2.69,0.372275509
301866994,616733368,570021,2002268,11080048,39597,121781,264277,463758,6526,16279,255,5322,12315,3301,581353,1202,208673,581353,112495,680688,90714,26132,280,2.04,0.489461102
308843179,296327059,870541,396360,3958546,20569,2107,23181,385115,4398,14873,801,22252,229203,421125,1105563,170054,674962,1105563,90172,261205,119691,21633,168,0.96,1.04223752
308910857,425490645,692184,143477,2947929,22772,2149,13104,619581,350,1939,150,14920,31032,141524,11874,48935,5981,11874,551,3820,2423,35099,0,1.38,0.726010926
299965036,733275694,886698,3214878,8660281,88598,249545,281842,413319,1758,305,205,8838,7071,16629,576645,4134,87122,576645,32764,373138,191971,133520,1043,2.44,0.409075384
304038580,825140908,513333,2568663,12642496,43118,113795,248484,460940,2054,3999,160,3287,3207,13323,699642,117947,656749,699642,67258,366857,115110,31282,280,2.71,0.368468679
307221694,280135450,314617,413101,2596367,15521,764,30852,237902,8727,14959,1056,23964,381544,666754,997202,117256,479801,997202,80425,317610,51443,9858,168,0.91,1.096689812
306929114,256970939,1130073,317164,2810864,5264,670,12037,900121,1968,9579,1558,26740,15173,92030,15413,28847,7208,15413,544,3482,2599,41168,0,0.84,1.19441177
296814905,560399258,738067,1913602,4945886,72500,219759,278065,240236,821,280,180,4871,4854,24391,653613,127421,1323950,653613,156797,721183,300474,56742,902,1.89,0.529648997
303311963,907067968,578963,2396943,11772342,22979,106078,232585,387979,626,1493,5,1638,161855,485800,731810,149911,920780,731810,67860,609602,103511,61402,421,2.99,0.33438725
309252372,194545666,158855,251822,1934718,7712,65219,189671,310793,14142,22480,1092,24524,489219,597987,461223,138275,715765,461223,44230,320174,50382,38452,168,0.63,1.589613268
309165308,200005492,816382,315443,1863480,5473,2853,86102,602873,2886,12125,2319,27005,14787,93673,52179,47531,6313,52179,2412,27752,5128,24544,0,0.65,1.545784093
282623185,552338885,491858,1793661,4083681,71000,89566,10889,127649,862,215,70,7425,53221,389370,413270,213429,860753,413270,25357,45550,3468,40427,910,1.95,0.511684389
301825367,907503948,683169,3081872,13165615,28420,107552,227440,476502,1558,4961,5,3236,2787,10785,802183,138596,599593,802183,131427,226553,185623,605225,421,3.01,0.332588489
306726416,435231921,349194,934926,3995898,5536,1133,25681,235190,8336,14908,986,21451,380855,665638,563283,261056,637769,563283,38657,348754,107003,26953,0,1.42,0.704742463
308968216,258451407,1128791,329938,2927577,4919,698,10531,894703,1437,9449,2139,24820,18998,95938,1057142,173734,401808,1057142,89177,319106,52651,9927,167,0.84,1.195459601
299001498,563026238,761158,1854448,4999744,72778,221622,294658,242379,781,300,250,5236,5729,37974,11876,143647,6756,11876,526,2699,2279,36590,490,1.88,0.531061393
302448021,914523301,570319,2423231,11892386,25247,106941,234973,402231,671,1588,0,4722,8063,57860,621326,231100,1278689,621326,163214,732529,262126,38492,551,3.02,0.330716583
309162110,199639450,160802,255444,1988842,7210,66462,190881,304158,12963,21153,1163,33610,477968,854704,694960,146956,786418,694960,69050,583234,138441,20832,0,0.65,1.548602293
309180538,204083361,859683,263215,1888138,3084,930,38817,639168,1974,8391,3115,37592,393752,569376,489559,145399,724061,489559,37856,140389,1972,8135,168,0.66,1.514971806
281341233,551789383,493463,1757843,4070765,64988,89750,10802,132629,907,259,963,25739,18800,98740,17600,36641,5612,17600,551,3000,3006,39136,772,1.96,0.509870689
297498716,808771686,499917,2156625,10148306,19813,34279,111906,219195,337,49,612,24141,54040,387771,521902,230778,916196,521902,198261,875060,105867,29414,551,2.72,0.367840172
309224626,109589434,97189,574526,3995711,13088,70406,246253,457429,7632,13532,1366,34079,301176,562460,1227733,117700,824136,1227733,62331,408339,43788,9697,0,0.35,2.821664596
309286327,151946668,774848,165886,2147656,10609,3776,36426,746501,9774,10881,2026,32950,508399,595620,143298,127519,594639,143298,2104,70056,3795,5587,168,0.49,2.035492657
280605465,561829809,276648,1403361,1707149,115312,4550,2770,272214,741,49,1323,28177,15859,101950,15056,25028,7108,15056,563,3181,172984,99908,772,2,0.499449229
296952756,675883431,512021,1954387,7402245,17162,8981,38039,156781,1069,258,576,29306,93113,585605,781934,141700,1255412,781934,68222,347440,42470,28350,551,2.28,0.439354987
309263313,163185557,237855,1096050,5533201,26087,77172,214883,314122,4821,15524,871,22188,227911,402163,808687,167123,847806,808687,33186,191968,2142,6951,0,0.53,1.89516351
309261333,139809472,711444,282593,2684986,16906,36901,96067,925405,17801,14360,1377,23722,360357,411808,151929,33278,253099,151929,1478,15320,807,4684,168,0.45,2.212019891
297999016,556791889,145217,586819,1049052,39565,5566,30457,553416,160,30,591,27658,16810,104188,13296,32123,5135,13296,68062,542609,291982,113994,772,1.87,0.535207179
304708789,506049646,338408,870164,3510898,24214,3509,9147,119200,3777,12199,3767,98343,331428,688316,607258,182852,800495,607258,63020,389242,193241,34762,551,1.66,0.602132205
305148151,286635122,249121,1061732,3263301,22002,76433,215677,249588,8562,15831,1197,26071,383578,708657,120794,124015,374546,120794,1327,8111,701,3331,0,0.94,1.064587441
306931939,370368849,790383,1130874,9350005,30625,94228,95496,709015,18332,15118,1072,17458,83323,115119,66671,5768,236999,66671,833,33826,3131,7534,168,1.21,0.828719639
305809566,496275886,326657,480170,2691480,43801,5888,64227,703767,155,15,596,31494,16145,105237,902578,51906,78704,902578,222427,976782,285761,51629,772,1.62,0.616208796
298694992,651312586,310113,1115193,1739221,29805,4356,39417,219939,4424,15507,2956,101553,143475,388987,798878,156484,1282966,798878,66120,344697,8972,26014,418,2.18,0.458604668
300901484,548970981,398863,1261037,6676822,13128,6592,25614,142463,2214,15638,726,21375,294162,400778,810456,174276,898636,810456,32874,220046,1810,12022,141,1.82,0.548119107
307684734,150443379,245140,1245304,5831384,25069,106733,271621,606777,16935,18920,1508,24807,415732,422470,100928,41758,217170,100928,1722,16027,2366,26728,167,0.49,2.045186276
308323368,137416438,856863,368874,2411647,16469,4158,31448,887825,180,35,806,30395,16197,107142,17794,30145,3476,17794,1102,269822,239945,131728,4,0.45,2.243715326
297830036,560677697,146157,442797,126310,17166,2787,795,114397,2520,11974,1277,95195,334253,690837,658437,170970,833145,658437,67234,114981,194366,86647,757,1.88,0.53119651
304354602,477408864,295138,855139,3536511,3958,479,35779,211432,8506,15585,1207,24243,384723,707080,143683,142998,367525,143683,3695,451669,129019,61620,280,1.57,0.637513513
305067117,468609784,389500,1802210,10396817,25367,141246,249158,713979,18955,15398,1106,16963,83306,112793,144225,3973,248957,144225,3024,4974,3074,4029,168,1.54,0.651004583
309263432,234693521,760198,362754,2749210,25735,4518,30808,729835,155,30,651,29702,15783,103816,90619,40359,3929,90619,2626,22159,1845,4741,0,0.76,1.317733147
308043569,594370568,116077,22172,62411,18719,4506,66515,243860,4349,19430,2820,86214,407435,507393,1504483,134681,354827,1504483,387212,1044824,259049,43105,1043,1.93,0.518268544
309222204,220868069,130857,246987,2038542,8973,74445,196925,322928,14101,20377,1016,24941,338914,332572,1043381,88814,756271,1043381,132482,771161,123419,21873,280,0.71,1.400031274
304199890,784931132,633509,2649276,14859176,28454,115109,107820,671034,11495,18236,546,13054,19278,98750,127812,78248,176936,127812,914,5786,231,6971,168,2.58,0.387549783
307137338,329746565,995146,351325,3124746,34503,3617,128,870955,145,25,606,32092,18637,164891,80836,89666,184321,80836,839,13678,1146,1709,0,1.07,0.931434534
308223717,604864585,115864,19868,131156,1227127,19110,107505,454171,6694,20903,1989,47149,193215,201820,1660959,293965,1740231,1660959,220169,259984,62623,24768,1043,1.96,0.509574746
309297348,88135862,80416,977286,4138238,15240,78811,256537,525481,13497,22981,1568,35050,217684,145793,1208348,127412,1400854,1208348,73870,480616,14126,9364,280,0.28,3.509324593
305207350,916013568,699052,2507348,16063415,26332,138499,128633,656878,2686,15401,599,18690,34028,129519,40671,1384,26855,40671,181,135745,136588,23384,168,3,0.333190862
307250091,428623022,736802,336834,2677464,34656,2135,68,925767,363,2262,908,27381,20266,69229,62924,1647,111163,62924,494,5824,720,5779,0,1.4,0.716830584
307993336,606809650,129732,301811,3174776,1293874,99358,199222,670279,9861,21183,2131,55346,300217,749499,701847,353387,1915767,701847,18184,7209,2035,29192,902,1.97,0.507561697
308848655,289914073,321276,1297106,8025157,22756,131133,293325,698906,14327,19431,1335,33539,410089,656983,416096,205839,694188,416096,12034,103904,789,3382,421,0.94,1.065311014
300563880,850751547,784624,2892834,13808085,29421,106526,126207,520317,4555,11032,857,10741,23920,91375,273165,0,6050,273165,105867,627700,141600,28013,168,2.83,0.353292193
309245535,389848091,857100,53123,2771596,38464,2948,20425,953932,2120,6866,145,5045,16046,66689,19465,413,86643,19465,313,262479,7114,29254,0,1.26,0.793246247
307755967,648368291,370347,568659,6693367,1631913,33650,140208,806161,517,761,1973,61008,637156,986283,68026,146469,44488,68026,2160,8811,2736,23429,910,2.11,0.474662273
309362057,87321204,76333,685027,3083135,270322,97432,108520,344845,7911,21614,1783,34821,227727,190247,1198889,134430,1426263,1198889,74252,479765,14040,8928,421,0.28,3.542805674
303978446,912640940,705028,2724471,15021685,39663,103484,269351,671765,13688,21760,1438,23680,149297,141180,39693,3783,28882,39693,150,19623,131923,25065,0,3,0.333075619
307217528,416109800,678816,855535,7024131,40855,83728,118346,539128,3292,16967,135,6533,25485,76373,62003,2373,127328,62003,807,12845,576,5704,167,1.35,0.738308802
308818815,923746784,547260,46394,11866775,559237,4792,209,892764,145,30,345,34013,266921,726861,904506,369953,1958078,904506,13773,1465,4634,1239866,423,2.99,0.334311112
308285650,935311128,472614,41834,18839335,1237622,7660,152,487740,831,95,215,1109078,2036540,3537189,88810,25414,17882,88810,4570,313,8089,1224986,0,3.03,0.329607593
307768416,936003790,489682,32219,18717771,1218223,7091,87,492840,901,130,390,1093978,2067620,3565005,128792,3098,23814,128792,4989,450,6654,1223493,1,3.04,0.328811079
308527737,809654658,340388,49953,15852546,1279471,7625,15,452792,871,90,1803,790394,1084268,874799,21135,6950,7944,21135,413,3700,225,8176,286,2.62,0.381060905
300490635,658235744,749866,2170984,11687647,1229446,146845,258654,746192,10353,26393,1322,27442,245485,357747,39539,3932,144626,39539,275,100,500,14057,466,2.19,0.456509142
303081963,897983954,706101,2865829,14315309,27053,78277,183594,511108,841,1508,25,3297,3044,226403,585787,143872,648134,585787,43206,522978,148172,30221,0,2.96,0.337513785
301757725,572841613,672929,1578797,7381000,13979,26426,65212,959275,1287,3528,30,3553,3952,16029,225108,68347,553999,225108,5919,4404,3514,53840,57,1.9,0.526773401
309243227,432513442,949946,57741,3094475,38715,49698,121238,870097,22725,49090,3898,27516,7378,15427,77043,8737,19110,77043,2830,8866,4874,49305,772,1.4,0.71499102
299102374,733302190,877566,2571844,12974926,75832,167315,328742,712600,14317,38322,1062,19518,37470,110238,12424,1277,469,12424,1404,2167,7562,3258162,551,2.45,0.407884196
305174488,890721238,646700,2289759,11998785,20783,53268,123560,326950,320,616,10,8296,299981,553741,1028176,136195,746043,1028176,81125,599083,208100,46429,0,2.92,0.342615035
300622723,364543947,667943,979986,4611703,8772,2583,52746,1010488,801,3382,70,2685,16581,99354,301395,158328,644001,301395,44403,192101,165416,27155,168,1.21,0.824654271
309265639,462026498,983079,59971,3573739,69843,184438,278349,683316,14422,23758,2390,8929,6607,14392,109415,41158,10969,109415,2995,3830,2492,34561,772,1.49,0.669367753
298466758,781531530,841790,2644982,12807200,30474,153883,325427,584385,10021,18289,581,7220,23359,2686,123620,73126,10356,123620,6891,171728,36301,2506229,551,2.62,0.381899829
300847987,654681269,578174,1990751,8520355,12300,19952,39452,154999,445,14861,756,20578,368336,403722,658491,174109,718612,658491,114826,692054,153467,26961,0,2.18,0.459533518
309262707,285264221,741868,389068,3543271,6523,1086,25063,753767,676,1964,105,13924,31979,198154,1159131,191551,549175,1159131,91572,178530,134402,23192,168,0.92,1.08412722
309275970,493575055,949136,1299976,5742148,79705,219260,279968,438836,2590,280,445,7937,10013,70034,13559,81673,8756,13559,526,3175,3025,34986,772,1.6,0.626603729
301725309,903776755,664579,3059229,12986172,28902,110130,230230,469847,1553,4634,183,18228,5396,28905,633202,13042,97219,633202,33946,374572,191192,140224,551,3,0.33384938
306243941,418912373,331844,921293,3646335,5537,757,30304,240367,8588,15425,1513,26551,91116,29383,699096,127346,633238,699096,66046,362830,112302,27830,0,1.37,0.731045347
309186190,255268178,1038579,362199,2773887,4628,645,10525,907797,2078,14874,994,28665,400174,670150,984887,111011,461473,984887,79547,322492,50056,9890,168,0.83,1.211221048
294915008,555337397,746678,1737242,4902093,71741,217178,262469,250457,1696,795,2621,42958,14778,93996,19683,36333,8384,19683,545,2926,2375,36654,772,1.88,0.531055552
295343542,807558267,695996,2582322,13084162,30823,151716,328142,580623,11798,16742,901,18652,4848,24318,580388,99754,1277688,580388,41446,278580,62995,1191277,559,2.73,0.365724127
302574107,644343397,555833,1898364,8078406,10880,18528,18863,182587,1180,6502,760,16142,23156,3037,503699,2204,76097,503699,113299,691210,154847,27559,0,2.13,0.469585175
309206326,279306495,729199,395572,3528445,6660,1550,23234,819891,4407,18813,1199,25756,271159,396975,1137324,179274,861238,1137324,94841,170989,139071,22713,167,0.9,1.107050253
309231300,496394361,953254,1462899,5783554,82727,253350,335115,495003,2324,2259,140,14640,29424,129629,14099,77619,9213,14099,494,3313,2160,34710,490,1.61,0.622954901
301400186,903116536,665519,3060267,13057956,46696,110597,141136,341760,1084,280,250,6002,4936,7760,543569,4910,88228,543569,33381,372855,192383,131123,410,3,0.333733437
306674941,412715700,325037,1005910,5129192,25588,14726,122260,298496,1528,4454,15,3026,2780,11079,712876,119548,642793,712876,64486,366615,114656,27021,141,1.35,0.743065847
309209656,255368696,1094590,290642,2504055,10974,1396,29527,698600,8697,15034,1096,24423,381715,670864,935702,139371,454005,935702,79439,310855,49024,9977,168,0.83,1.210836179
295413490,546531634,771523,1483631,4928540,64778,148466,262943,638457,2224,9815,2234,26240,15216,94487,13816,66406,7660,13816,432,3463,2624,38584,398,1.85,0.540524046
304298030,897789952,464110,2112642,7702328,53819,176866,86000,204189,947,295,290,5587,4911,27650,634149,159233,1328630,634149,139799,777915,264588,34531,784,2.95,0.338941229
305800916,422922461,442704,1458634,7998662,30691,45551,137824,350354,486,10,0,2836,291726,490368,946281,136419,771162,946281,73017,674994,105576,17309,141,1.38,0.723066151
306740757,126909439,95725,198292,1323172,18280,73006,192344,347309,14562,15306,1072,24012,486079,673891,218018,133911,676091,218018,15934,61989,2110,8229,168,0.41,2.417005066
298254438,282157998,855520,673767,2487704,10389,2433,48752,638810,1979,9545,2029,25821,14343,93229,11123,21076,3939,11123,382,2480,2405,36827,7,0.95,1.057047612
282493817,624065881,283227,1583410,3262498,42496,87176,11607,111857,912,240,80,9325,73611,475551,818029,312468,777566,818029,152206,550822,88681,25662,1036,2.21,0.452666658
295490498,693732467,558263,2271396,9361324,14974,28513,75575,181216,230,5380,631,19525,365432,483597,1072267,159584,977726,1072267,56260,239320,4087,43642,280,2.35,0.425943014
